"","id","lu_mgt","et_check","eplant_check","sw_check","cn_check","et","eplant","esoil","cn","sw_final"
"3013",4036,"field_4045_lum_4036_1",NA,"eplant < esoil",NA,NA,465.61,142.946,304.477,51.881,142.193
"3014",4037,"field_4046_lum_4037_1",NA,"eplant < esoil",NA,NA,493.087,180.814,305.498,51.801,158.426
"3015",4038,"field_4047_lum_4038_1",NA,"eplant < esoil",NA,NA,490.029,180.223,298.318,51.903,148.123
"3016",4039,"field_4048_lum_4039_1",NA,"eplant < esoil",NA,NA,491.846,176.513,305.003,51.838,194.789
"3017",4040,"field_4049_lum_4040_1",NA,"eplant < esoil",NA,NA,482.051,144.812,319.163,78.165,143.543
"3018",4041,"field_4050_lum_4041_1","et < 98% precip","eplant < esoil",NA,NA,548.999,198.43,340.423,51.93,287.721
"3019",4042,"field_4051_lum_4042_1",NA,"eplant < esoil",NA,NA,484.338,156.951,318.046,51.887,177.848
"3020",4043,"field_4052_lum_4043_1",NA,"eplant < esoil",NA,NA,489.076,184.297,296.688,64.276,204.817
"3021",4044,"field_4053_lum_4044_1","et < 98% precip","eplant < esoil",NA,NA,546.611,185.702,350.912,65.205,255.519
"3022",4045,"field_4054_lum_4045_1",NA,"eplant < esoil",NA,NA,486.796,162.417,314.268,64.297,184.567
"3023",4046,"field_4055_lum_4046_1",NA,"eplant < esoil",NA,NA,489.856,172.241,309.432,65.326,126.759
"3024",4047,"field_4056_lum_4047_1",NA,"eplant < esoil",NA,NA,472.288,144.462,309.169,84.253,121.356
"3025",4048,"field_4057_lum_4048_1",NA,"eplant < esoil",NA,NA,462.432,148.17,304.444,88.636,103.136
"3026",4049,"field_4058_lum_4049_1",NA,"eplant < esoil",NA,NA,488.402,213.699,266.834,69.865,124.351
"3027",4050,"field_4059_lum_4050_1",NA,"eplant < esoil",NA,NA,483.628,211.454,261.778,51.817,179.731
"3028",4051,"field_4060_lum_4051_1",NA,"eplant < esoil",NA,NA,488.055,166.29,312.428,51.897,141.05
"3029",4052,"field_4061_lum_4052_1",NA,"eplant < esoil",NA,NA,469.365,179.281,281.895,51.785,137.928
"3030",4053,"field_4062_lum_4053_1",NA,"eplant < esoil",NA,NA,483.498,147.523,318.436,51.919,190.806
"3031",4054,"field_4063_lum_4054_1",NA,"eplant < esoil",NA,NA,481.483,141.686,321.86,73.116,156.681
"3032",4055,"field_4064_lum_4055_1",NA,"eplant < esoil",NA,NA,495.564,155.05,322.049,70.907,225.634
"3033",4057,"field_4066_lum_4057_1",NA,"eplant < esoil",NA,NA,495.246,209.615,278.382,64.215,231.791
"3034",4058,"field_4067_lum_4058_1",NA,"eplant < esoil",NA,NA,487.03,148.66,320.319,73.094,149.451
"3035",4059,"field_4068_lum_4059_1",NA,"eplant < esoil",NA,NA,496.607,191.376,296.92,56.275,211.443
"3036",4060,"field_4069_lum_4060_1","et < 98% precip","eplant < esoil",NA,NA,502.526,171.253,321.412,59.404,216.489
"3037",4061,"field_4070_lum_4061_1","et < 98% precip","eplant < esoil",NA,NA,504.837,195.461,299.501,51.543,172.142
"3038",4062,"field_4071_lum_4062_1",NA,"eplant < esoil",NA,NA,479.461,164.176,305.67,51.838,156.366
"3039",4063,"field_4072_lum_4063_1",NA,"eplant < esoil",NA,NA,490.406,175.252,304.447,73.035,70.931
"3040",4064,"field_4073_lum_4064_1",NA,"eplant < esoil",NA,NA,479.313,141.695,320.704,51.871,173.631
"3041",4065,"field_4074_lum_4065_1",NA,"eplant < esoil",NA,NA,483.826,146.236,320.384,51.914,179.197
"3042",4066,"field_4075_lum_4066_1",NA,"eplant < esoil",NA,NA,483.768,185.713,289.678,51.801,108.235
"3043",4067,"field_4076_lum_4067_1",NA,"eplant < esoil",NA,NA,462.525,167.836,282.004,51.795,140.048
"3044",4068,"field_4077_lum_4068_1",NA,"eplant < esoil",NA,NA,482.703,178.777,295.67,56.967,112.516
"3045",4069,"field_4078_lum_4069_1",NA,"eplant < esoil",NA,NA,488.115,206.767,272.238,51.693,104.801
"3046",4071,"field_4080_lum_4071_1",NA,"eplant < esoil",NA,NA,480.621,221.407,249.673,80.66,109.098
"3047",4075,"field_4084_lum_4075_1",NA,"eplant < esoil",NA,NA,480.839,162.596,308.763,64.297,181.096
"3048",4076,"field_4085_lum_4076_1",NA,"eplant < esoil",NA,NA,476.339,138.407,321.22,51.876,145.243
"3049",4077,"field_4086_lum_4077_1",NA,"eplant < esoil",NA,NA,488.823,149.436,321.797,64.261,188.121
"3050",4078,"field_4087_lum_4078_1",NA,"eplant < esoil",NA,NA,486.434,179.57,299.993,51.854,168.301
"3051",4079,"field_4088_lum_4079_1","et < 98% precip","eplant < esoil",NA,NA,510.071,170.943,329.704,64.283,245.759
"3052",4080,"field_4089_lum_4080_1",NA,"eplant < esoil",NA,NA,477.972,217.874,251.67,51.736,115.69
"3053",4081,"field_4090_lum_4081_1",NA,"eplant < esoil",NA,NA,468.904,167.89,293.505,51.838,142.474
"3054",4082,"field_4091_lum_4082_1",NA,"eplant < esoil",NA,NA,485.453,222.361,253.31,51.677,103.844
"3055",4083,"field_4092_lum_4083_1",NA,"eplant < esoil",NA,NA,476.759,210.882,258.57,51.725,120.465
"3056",4084,"field_4093_lum_4084_1",NA,"eplant < esoil",NA,NA,457.969,153.467,295.026,51.908,144.712
"3057",4085,"field_4094_lum_4085_1",NA,"eplant < esoil",NA,NA,460.682,181.683,270.404,59.572,76.394
"3058",4086,"field_4095_lum_4086_1",NA,"eplant < esoil",NA,NA,448.938,168.815,273.837,88.563,90.572
"3059",4087,"field_4096_lum_4087_1",NA,"eplant < esoil",NA,NA,474.588,168.101,299.196,78.916,166.284
"3060",4088,"field_4097_lum_4088_1",NA,"eplant < esoil",NA,NA,476.996,156.212,311.785,51.871,154.73
"3061",4089,"field_4098_lum_4089_1",NA,"eplant < esoil",NA,NA,478.777,188.209,283.857,77.081,125.029
"3062",4090,"field_4099_lum_4090_1","et < 98% precip","eplant < esoil",NA,NA,501.89,168.36,324.741,73.213,194.255
"3063",4091,"field_4100_lum_4091_1",NA,"eplant < esoil",NA,NA,477.847,186.931,284.016,64.139,112.848
"3064",4092,"field_4101_lum_4092_1","et < 98% precip","eplant < esoil",NA,NA,515.367,199.924,302.896,85.212,245.336
"3065",4093,"field_4102_lum_4093_1",NA,"eplant < esoil",NA,NA,487.448,177.549,298.798,84.147,189.428
"3066",4094,"field_4103_lum_4094_1",NA,"eplant < esoil",NA,NA,475,143.537,314.583,78.919,112.629
"3067",4095,"field_4104_lum_4095_1",NA,"eplant < esoil",NA,NA,478.989,189.777,282.604,73.022,162.279
"3068",4096,"field_4105_lum_4096_1",NA,"eplant < esoil",NA,NA,480.32,182.983,290.869,77.706,121.302
"3069",4097,"field_4106_lum_4097_1",NA,"eplant < esoil",NA,NA,484.516,180.514,295.281,64.205,153.363
"3070",4098,"field_4107_lum_4098_1",NA,"eplant < esoil",NA,NA,485.369,227.475,248.454,64.129,136.574
"3071",4099,"field_4108_lum_4099_1",NA,"eplant < esoil",NA,NA,488.287,218.267,261.884,64.297,180.869
"3072",4100,"field_4109_lum_4100_1",NA,"eplant < esoil",NA,NA,469.809,138.81,313.248,81.023,154.924
"3073",4101,"field_4110_lum_4101_1","et < 98% precip",NA,NA,NA,507.745,292.594,198.149,76.76,94.504
"3074",4102,"field_4111_lum_4102_1",NA,"eplant < esoil",NA,NA,485.718,202.521,273.13,72.992,118.755
"3075",4103,"field_4112_lum_4103_1",NA,"eplant < esoil",NA,NA,483.522,185.901,290.13,51.871,179.163
"3076",4104,"field_4113_lum_4104_1","et < 98% precip","eplant < esoil",NA,NA,513.643,156.135,339.684,64.363,245.314
"3077",4105,"field_4114_lum_4105_1",NA,"eplant < esoil",NA,NA,490.574,205.655,278.451,64.241,182.949
"3078",4106,"field_4115_lum_4106_1",NA,"eplant < esoil",NA,NA,483.379,145.264,320.365,73.141,147
"3079",4107,"field_4116_lum_4107_1",NA,"eplant < esoil",NA,NA,482.716,180.393,294.242,78.415,114.709
"3080",4108,"field_4117_lum_4108_1",NA,"eplant < esoil",NA,NA,480.76,179.664,292.641,51.876,68.873
"3081",4109,"field_4118_lum_4109_1",NA,"eplant < esoil",NA,NA,491.931,199.806,282.139,51.822,169.418
"3082",4110,"field_4119_lum_4110_1",NA,"eplant < esoil",NA,NA,499.264,210.471,276.678,51.849,81.328
"3083",4114,"field_4123_lum_4114_1",NA,"eplant < esoil",NA,NA,458.608,155.71,293.188,64.307,142.302
"3084",4115,"fesc_lum_4115_1","et < 98% precip",NA,NA,NA,506.675,346.089,86.144,56.914,68.445
"3085",4123,"field_4132_drn_lum_4123_1",NA,"eplant < esoil",NA,NA,476.425,210.227,259.426,73.001,61.057
"3086",4124,"field_4133_drn_lum_4124_1",NA,"eplant < esoil",NA,NA,484.443,215.176,259.827,72.95,84.202
"3087",4125,"field_4134_drn_lum_4125_1",NA,"eplant < esoil",NA,NA,476.492,211.311,258.603,72.967,100.812
"3088",4126,"field_4135_drn_lum_4126_1",NA,"eplant < esoil",NA,NA,477.858,228.218,240.461,72.95,90.534
"3089",4127,"field_4136_drn_lum_4127_1",NA,"eplant < esoil",NA,NA,480.12,193.292,272.407,51.806,139.909
"3090",4128,"alfa_drn_lum_4128_1",NA,NA,NA,"cn < 35",490.872,254.773,189.257,12.244,68.222
"3091",4129,"alfa_drn_lum_4129_1",NA,NA,NA,"cn < 35",490.293,255.531,187.718,12.24,65.947
"3092",4130,"field_4139_drn_lum_4130_1",NA,"eplant < esoil",NA,NA,479.136,213.143,259.206,51.747,102.014
"3093",4131,"field_4140_drn_lum_4131_1",NA,"eplant < esoil",NA,NA,479.501,197.123,272.955,51.779,108.448
"3094",4132,"field_4141_drn_lum_4132_1",NA,"eplant < esoil",NA,NA,478.704,233.636,237.305,72.929,117.676
"3095",4133,"field_4142_drn_lum_4133_1",NA,"eplant < esoil",NA,NA,480.07,195.925,277.068,64.124,64.405
"3096",4134,"field_4143_drn_lum_4134_1",NA,"eplant < esoil",NA,NA,481.862,223.573,250.776,64.139,97.923
"3097",4139,"field_4148_drn_lum_4139_1",NA,"eplant < esoil",NA,NA,481.213,223.124,247.838,63.962,87.817
"3098",4145,"field_4154_drn_lum_4145_1",NA,"eplant < esoil",NA,NA,449.144,200.081,236.746,73.141,208.898
"3099",4146,"field_4155_drn_lum_4146_1",NA,"eplant < esoil",NA,NA,475.173,207.39,254.404,72.907,120.621
"3100",4149,"field_4158_drn_lum_4149_1",NA,"eplant < esoil",NA,NA,473.14,225.408,235.506,72.988,57.967
"3101",4150,"field_4159_drn_lum_4150_1",NA,"eplant < esoil",NA,NA,481.143,190.91,276.933,64.266,191.421
"3102",4151,"field_4160_drn_lum_4151_1",NA,"eplant < esoil",NA,NA,469.922,203.434,249.435,73.018,129.712
"3103",4152,"field_4161_drn_lum_4152_1",NA,"eplant < esoil",NA,NA,473.892,220.214,245.301,72.844,99.012
"3104",4153,"field_4162_drn_lum_4153_1","et < 98% precip",NA,NA,NA,499.385,256.098,227.887,72.965,100.208
"3105",4157,"field_4166_drn_lum_4157_1",NA,"eplant < esoil",NA,NA,488.185,234.492,242.731,64.18,118.272
"3106",4158,"field_4167_drn_lum_4158_1",NA,"eplant < esoil",NA,NA,476.38,227.434,239.994,72.958,133.771
"3107",4159,"field_4168_drn_lum_4159_1",NA,"eplant < esoil",NA,NA,474.303,222.894,243.495,72.988,57.565
"3108",4161,"field_4170_drn_lum_4161_1",NA,"eplant < esoil",NA,NA,477.237,200.605,268.302,64.149,193.947
"3109",4162,"field_4171_drn_lum_4162_1","et < 98% precip","eplant < esoil",NA,NA,498.649,226.806,262.619,73.031,212.515
"3110",4163,"field_4172_drn_lum_4163_1",NA,"eplant < esoil",NA,NA,476.63,223.616,234.648,72.997,104.747
"3111",4164,"field_4173_drn_lum_4164_1",NA,"eplant < esoil",NA,NA,483.869,219.189,252.819,64.058,74.049
"3112",4165,"field_4174_drn_lum_4165_1",NA,"eplant < esoil",NA,NA,425.338,156.613,263.154,78.715,85.311
"3113",4167,"field_4176_drn_lum_4167_1",NA,"eplant < esoil",NA,NA,481.649,186.078,285.376,64.16,139.589
"3114",4168,"field_4177_drn_lum_4168_1",NA,"eplant < esoil",NA,NA,480.361,205.728,266.981,64.104,147.904
"3115",4169,"fesc_drn_lum_4169_1","et < 98% precip",NA,NA,NA,502.942,344.199,82.98,41.214,64.066
"3116",4170,"field_4179_drn_lum_4170_1",NA,"eplant < esoil",NA,NA,485.176,193.467,284.961,64.155,58.032
"3117",4171,"field_4180_drn_lum_4171_1",NA,"eplant < esoil",NA,NA,484.619,173.992,298.404,64.17,62.132
"3118",4175,"field_4184_drn_lum_4175_1",NA,"eplant < esoil",NA,NA,474.198,212.231,252.955,73.005,94.379
"3119",4176,"field_4185_drn_lum_4176_1",NA,"eplant < esoil",NA,NA,477.401,202.565,266.051,51.822,156
"3120",4177,"field_4186_drn_lum_4177_1",NA,"eplant < esoil",NA,NA,418.566,153.41,256.577,63.703,88.823
"3121",4178,"field_4187_drn_lum_4178_1",NA,"eplant < esoil",NA,NA,480.11,206.188,265.93,64.185,123.921
"3122",4179,"field_4188_drn_lum_4179_1",NA,"eplant < esoil",NA,NA,455.557,182.676,262.993,64.337,195.104
"3123",4180,"field_4189_drn_lum_4180_1",NA,"eplant < esoil",NA,NA,407.328,164.186,235.484,78.368,87.746
"3124",4181,"field_4190_drn_lum_4181_1",NA,"eplant < esoil",NA,NA,476.226,200.255,268.545,51.828,159.043
"3125",4183,"field_4192_drn_lum_4183_1",NA,"eplant < esoil",NA,NA,478.684,223.144,245.937,51.817,149.911
"3126",4184,"field_4193_drn_lum_4184_1",NA,"eplant < esoil",NA,NA,482.128,227.035,245.949,64.129,108.931
"3127",4188,"field_4197_drn_lum_4188_1",NA,"eplant < esoil",NA,NA,471.388,188.68,268.598,73.124,110.553
"3128",4189,"field_4198_drn_lum_4189_1",NA,"eplant < esoil",NA,NA,467.179,139.004,309.852,73.162,146.268
"3129",4190,"field_4199_drn_lum_4190_1",NA,"eplant < esoil",NA,NA,479.966,230.057,235.767,72.929,59.325
"3130",4192,"field_4201_drn_lum_4192_1",NA,"eplant < esoil",NA,NA,478.387,220.521,248.803,64.144,64.36
"3131",4194,"field_4203_drn_lum_4194_1",NA,"eplant < esoil",NA,NA,473.281,220.904,243.978,73.031,88.413
"3132",4195,"field_4204_drn_lum_4195_1",NA,"eplant < esoil",NA,NA,479.77,212.325,255.024,51.564,167.307
"3133",4196,"field_4205_drn_lum_4196_1",NA,"eplant < esoil",NA,NA,476.793,194.969,270.783,51.672,150.67
"3134",4197,"fesc_drn_lum_4197_1",NA,NA,NA,"cn < 35",457.437,309.16,74.914,12.175,67.111
"3135",4198,"field_4207_drn_lum_4198_1",NA,"eplant < esoil",NA,NA,465.815,191.557,266.94,51.715,108.781
"3136",4199,"field_4208_drn_lum_4199_1",NA,"eplant < esoil",NA,NA,415.023,152.803,255.04,51.204,87.815
"3137",4200,"field_4209_drn_lum_4200_1",NA,"eplant < esoil",NA,NA,469.058,204.575,256.138,51.693,98.094
"3138",4201,"field_4210_drn_lum_4201_1",NA,"eplant < esoil",NA,NA,476.849,209.027,256.81,51.661,130.082
"3139",4202,"field_4211_drn_lum_4202_1",NA,"eplant < esoil",NA,NA,461.08,213.427,235.526,73.116,185.233
"3140",4203,"field_4212_drn_lum_4203_1",NA,"eplant < esoil",NA,NA,465.225,220.688,235.684,73.128,185.556
"3141",4204,"field_4213_drn_lum_4204_1",NA,"eplant < esoil",NA,NA,447.93,176.685,264.382,64.373,195.629
"3142",4206,"field_4215_drn_lum_4206_1",NA,"eplant < esoil",NA,NA,458.042,192.595,257.082,64.393,234.256
"3143",4207,"field_4216_drn_lum_4207_1",NA,"eplant < esoil",NA,NA,484.52,212.551,264.237,64.226,65.43
"3144",4209,"field_4218_drn_lum_4209_1",NA,"eplant < esoil",NA,NA,475.305,210.705,255.977,64.165,168.227
"3145",4211,"field_4220_drn_lum_4211_1",NA,"eplant < esoil",NA,NA,475.58,172.673,296.835,73.073,91.624
"3146",4212,"field_4221_drn_lum_4212_1",NA,"eplant < esoil",NA,NA,478.719,202.237,263.705,72.873,78.872
"3147",4213,"field_4222_drn_lum_4213_1",NA,"eplant < esoil",NA,NA,452.853,144.243,303.156,64.413,223.48
"3148",4214,"field_4223_drn_lum_4214_1",NA,"eplant < esoil",NA,NA,485.467,219.329,256.779,64.241,89.476
"3149",4215,"fesc_drn_lum_4215_1","et < 98% precip",NA,NA,NA,511.018,350.159,88.219,41.313,107.088
"3150",4225,"field_4234_drn_lum_4225_1","et < 98% precip",NA,NA,NA,499.821,273.288,180.268,72.487,70.145
"3151",4226,"field_4235_drn_lum_4226_1",NA,"eplant < esoil",NA,NA,475.585,223.032,239.961,73.018,81.012
"3152",4227,"field_4236_drn_lum_4227_1",NA,"eplant < esoil",NA,NA,472.684,220.731,239.4,73.031,107.754
"3153",4228,"field_4237_drn_lum_4228_1",NA,"eplant < esoil",NA,NA,483.512,230.106,243.908,72.98,90.098
"3154",4229,"field_4238_drn_lum_4229_1",NA,"eplant < esoil",NA,NA,453.491,189.487,255.735,73.192,197.842
"3155",4230,"field_4239_drn_lum_4230_1",NA,"eplant < esoil",NA,NA,483.192,208.683,263.418,64.221,155.103
"3156",4237,"field_4246_drn_lum_4237_1",NA,"eplant < esoil",NA,NA,473.528,190.706,272.304,73.082,147.99
"3157",4238,"field_4247_drn_lum_4238_1",NA,"eplant < esoil",NA,NA,481.789,226.965,245.452,64.155,153.122
"3158",4240,"field_4249_drn_lum_4240_1",NA,"eplant < esoil",NA,NA,488.627,217.195,263.313,51.758,148.048
"3159",4241,"field_4250_drn_lum_4241_1",NA,"eplant < esoil",NA,NA,475.556,153.188,312.27,51.881,180.276
"3160",4242,"field_4251_drn_lum_4242_1",NA,"eplant < esoil",NA,NA,477.674,176.767,292.888,51.844,147.112
"3161",4243,"fesc_drn_lum_4243_1",NA,NA,NA,"cn < 35",469.359,313.155,82.759,12.19,58.03
"3162",4244,"field_4253_drn_lum_4244_1",NA,"eplant < esoil",NA,NA,480.968,193.685,280.014,51.79,111.736
"3163",4246,"field_4255_drn_lum_4246_1",NA,"eplant < esoil",NA,NA,473.054,208.61,253.765,64.276,95.819
"3164",4248,"field_4257_drn_lum_4248_1",NA,"eplant < esoil",NA,NA,461.364,194.358,258.101,64.378,203.543
"3165",4250,"field_4259_drn_lum_4250_1",NA,"eplant < esoil",NA,NA,454.652,211.323,235.439,73.103,201.261
"3166",4251,"field_4260_drn_lum_4251_1",NA,"eplant < esoil",NA,NA,480.061,227.843,245.009,64.276,140.044
"3167",4252,"field_4261_drn_lum_4252_1",NA,"eplant < esoil",NA,NA,478.133,219.848,252.027,64.266,125.898
"3168",4253,"field_4262_drn_lum_4253_1",NA,"eplant < esoil",NA,NA,484.651,202.519,271.032,51.763,62.564
"3169",4254,"field_4263_drn_lum_4254_1",NA,"eplant < esoil",NA,NA,482.899,175.239,301.163,64.236,144.524
"3170",4255,"field_4264_drn_lum_4255_1",NA,"eplant < esoil",NA,NA,488.205,221.141,257.066,64.119,121.654
"3171",4256,"field_4265_drn_lum_4256_1",NA,"eplant < esoil",NA,NA,486.311,219.627,257.164,64.149,91.385
"3172",4257,"field_4266_drn_lum_4257_1",NA,"eplant < esoil",NA,NA,481.155,205.95,266.251,64.134,88.602
"3173",4258,"field_4267_drn_lum_4258_1",NA,"eplant < esoil",NA,NA,458.64,175.787,277.149,64.378,193.547
"3174",4259,"field_4268_drn_lum_4259_1",NA,"eplant < esoil",NA,NA,484.079,191.493,285.305,64.215,60.569
"3175",4260,"field_4269_drn_lum_4260_1",NA,"eplant < esoil",NA,NA,486.112,202.877,274.722,64.185,83.405
"3176",4262,"field_4271_lum_4262_1","et < 98% precip",NA,NA,NA,522.926,285.673,220.851,69.08,121.304
"3177",4264,"field_4273_drn_lum_4264_1",NA,"eplant < esoil",NA,NA,486.418,223.244,252.547,72.95,57.105
"3178",4265,"field_4274_drn_lum_4265_1",NA,"eplant < esoil",NA,NA,475.908,215.28,250.001,73.031,159.115
"3179",4267,"field_4276_drn_lum_4267_1",NA,"eplant < esoil",NA,NA,453.166,205.383,232.5,73.103,203.118
"3180",4275,"field_4284_drn_lum_4275_1",NA,"eplant < esoil",NA,NA,470.128,199.862,262.243,73.056,69.097
"3181",4278,"field_4287_drn_lum_4278_1",NA,"eplant < esoil",NA,NA,442.623,201.511,229.55,72.963,83.965
"3182",4283,"field_4292_drn_lum_4283_1",NA,"eplant < esoil",NA,NA,477.865,169.077,297.913,64.155,132.97
"3183",4288,"fesc_drn_lum_4288_1","et < 98% precip",NA,NA,NA,520.195,356.099,89.428,60.81,70.807
"3184",4289,"field_4298_drn_lum_4289_1",NA,"eplant < esoil",NA,NA,478.922,223.983,246.066,51.817,141.837
"3185",4290,"field_4299_drn_lum_4290_1",NA,"eplant < esoil",NA,NA,467.88,216.701,240.865,51.586,120.726
"3186",4291,"field_4300_drn_lum_4291_1",NA,"eplant < esoil",NA,NA,487.779,193.565,284.715,72.946,88.508
"3187",4292,"field_4301_drn_lum_4292_1",NA,"eplant < esoil",NA,NA,472.443,197.106,266.872,51.682,56.923
"3188",4293,"field_4302_drn_lum_4293_1",NA,"eplant < esoil",NA,NA,461.877,177.913,277.444,51.795,110.669
"3189",4296,"field_4305_drn_lum_4296_1",NA,"eplant < esoil",NA,NA,475.464,206.859,257.609,73.035,100.615
"3190",4298,"field_4307_drn_lum_4298_1",NA,"eplant < esoil",NA,NA,480.881,234.733,235.694,72.92,61.116
"3191",4299,"fesc_drn_lum_4299_1","et < 98% precip",NA,NA,NA,524.353,361.864,89.805,41.425,106.844
"3192",4302,"field_4311_drn_lum_4302_1",NA,"eplant < esoil",NA,NA,457.602,206.142,241.631,64.251,184.858
"3193",4304,"field_4313_drn_lum_4304_1",NA,"eplant < esoil",NA,NA,471.135,226.144,233.735,72.916,86.684
"3194",4309,"field_4318_drn_lum_4309_1",NA,"eplant < esoil",NA,NA,460.862,212.492,239.832,73.137,170.659
"3195",4310,"field_4319_drn_lum_4310_1",NA,"eplant < esoil",NA,NA,457.243,157.151,291.843,73.205,205.094
"3196",4311,"field_4320_drn_lum_4311_1",NA,"eplant < esoil",NA,NA,490.683,196.88,285.992,73.031,68.699
"3197",4313,"field_4322_drn_lum_4313_1",NA,"eplant < esoil",NA,NA,475.496,190.428,278.624,72.997,129.519
"3198",4314,"field_4323_drn_lum_4314_1",NA,"eplant < esoil",NA,NA,468.845,160.205,300.211,73.226,194.862
"3199",4316,"field_4325_drn_lum_4316_1",NA,"eplant < esoil",NA,NA,458.44,154.85,297.378,73.213,191.578
"3200",4319,"field_4328_drn_lum_4319_1",NA,"eplant < esoil",NA,NA,483.015,225.686,248.004,64.18,107.052
"3201",4320,"field_4329_drn_lum_4320_1",NA,"eplant < esoil",NA,NA,482.841,214.982,259.126,72.967,86.696
"3202",4321,"field_4330_drn_lum_4321_1",NA,"eplant < esoil",NA,NA,493.04,212.833,273.428,73.026,163.023
"3203",4322,"field_4331_drn_lum_4322_1",NA,"eplant < esoil",NA,NA,474.764,221.931,243.112,73.001,113.317
"3204",4323,"field_4332_drn_lum_4323_1",NA,"eplant < esoil",NA,NA,480.43,226.876,243.731,72.997,109.135
"3205",4325,"field_4334_drn_lum_4325_1",NA,"eplant < esoil",NA,NA,473.943,207.881,254.7,72.98,128.561
"3206",4326,"fesc_drn_lum_4326_1","et < 98% precip",NA,NA,NA,533.073,370.188,89.712,41.356,80.243
"3207",4327,"field_4336_drn_lum_4327_1",NA,"eplant < esoil",NA,NA,469.207,216.031,241.057,72.95,106.153
"3208",4328,"alfa_drn_lum_4328_1",NA,NA,NA,"cn < 35",487.119,255.007,186.22,12.246,65.568
"3209",4329,"field_4338_drn_lum_4329_1",NA,"eplant < esoil",NA,NA,450.013,205.849,234.746,51.871,193.158
"3210",4330,"field_4339_drn_lum_4330_1",NA,"eplant < esoil",NA,NA,477.703,230.727,234.145,51.811,113.2
"3211",4331,"field_4340_drn_lum_4331_1",NA,"eplant < esoil",NA,NA,469.902,168.978,289.146,51.828,151.845
"3212",4332,"field_4341_drn_lum_4332_1",NA,"eplant < esoil",NA,NA,474.802,181.058,284.893,51.742,54.958
"3213",4333,"field_4342_drn_lum_4333_1",NA,"eplant < esoil",NA,NA,471.274,170.176,289.616,51.822,138.098
"3214",4334,"field_4343_drn_lum_4334_1",NA,"eplant < esoil",NA,NA,464.769,191.515,263.114,51.779,95.021
"3215",4337,"field_4346_drn_lum_4337_1",NA,"eplant < esoil",NA,NA,484.281,209.784,263.19,63.977,66.531
"3216",4341,"alfa_drn_lum_4341_1","et < 98% precip",NA,NA,NA,501.543,267.705,186.567,54.639,82.52
"3217",4342,"field_4351_drn_lum_4342_1",NA,"eplant < esoil",NA,NA,472.942,211.019,253.687,73.09,159.665
"3218",4345,"field_4354_drn_lum_4345_1",NA,"eplant < esoil",NA,NA,472.262,153.336,309.732,64.226,154.343
"3219",4346,"alfa_drn_lum_4346_1","et < 98% precip",NA,NA,NA,512.116,276.638,188.488,54.526,89.211
"3220",4349,"field_4358_drn_lum_4349_1",NA,"eplant < esoil",NA,NA,480.98,229.441,238.225,72.924,123.648
"3221",4352,"field_4361_drn_lum_4352_1",NA,"eplant < esoil",NA,NA,477.189,219.311,250.242,72.941,84.318
"3222",4353,"field_4362_drn_lum_4353_1",NA,"eplant < esoil",NA,NA,469.939,203.945,259.206,72.975,72.072
"3223",4354,"field_4363_drn_lum_4354_1",NA,"eplant < esoil",NA,NA,479.748,230.706,235.925,72.992,108.922
"3224",4355,"field_4364_drn_lum_4355_1",NA,"eplant < esoil",NA,NA,470.657,179.941,281.431,73.005,59.246
"3225",4356,"field_4365_drn_lum_4356_1",NA,"eplant < esoil",NA,NA,462.528,216.334,233.599,51.382,62.959
"3226",4357,"field_4366_drn_lum_4357_1",NA,"eplant < esoil",NA,NA,462.863,218.69,231.388,51.414,60.816
"3227",4358,"alfa_drn_lum_4358_1",NA,NA,NA,"cn < 35",486.839,255.349,185.806,12.245,66.465
"3228",4359,"field_4368_drn_lum_4359_1",NA,"eplant < esoil",NA,NA,458.416,179.982,265.353,51.682,54.322
"3229",4360,"field_4369_drn_lum_4360_1",NA,"eplant < esoil",NA,NA,459.615,181.399,265.21,51.725,56.382
"3230",4361,"field_4370_drn_lum_4361_1",NA,"eplant < esoil",NA,NA,454.939,164.037,279.944,51.725,114.183
"3231",4362,"field_4371_drn_lum_4362_1",NA,"eplant < esoil",NA,NA,471.392,168.446,291.859,51.785,139.041
"3232",4363,"alfa_drn_lum_4363_1",NA,NA,NA,"cn < 35",472.812,248.395,178.798,12.241,61.707
"3233",4364,"field_4373_drn_lum_4364_1",NA,"eplant < esoil",NA,NA,480.159,206,263.427,51.838,114.633
"3234",4365,"field_4374_drn_lum_4365_1",NA,"eplant < esoil",NA,NA,469.681,222.701,237.671,72.958,116.293
"3235",4370,"field_4379_drn_lum_4370_1",NA,"eplant < esoil",NA,NA,482.119,211.869,264.96,51.811,112.446
"3236",4371,"alfa_drn_lum_4371_1",NA,NA,NA,"cn < 35",473.312,249.493,177.792,12.241,62.02
"3237",4372,"field_4381_drn_lum_4372_1",NA,"eplant < esoil",NA,NA,473.655,168.023,297.5,51.828,132.484
"3238",4373,"field_4382_drn_lum_4373_1",NA,"eplant < esoil",NA,NA,457.138,171.282,277.587,51.742,102.353
"3239",4374,"field_4383_drn_lum_4374_1",NA,"eplant < esoil",NA,NA,483.298,221.383,254.957,51.806,143.644
"3240",4375,"field_4384_drn_lum_4375_1",NA,"eplant < esoil",NA,NA,455.916,173.87,273.162,51.779,126.641
